index,x,y
103,2.000,0.200 
104,2.000,0.300 
105,2.000,0.400 
106,2.000,0.500 
107,2.000,0.600 
108,2.000,0.700 
109,2.000,0.800 
110,2.000,0.900 
111,2.000,1.000 
112,2.000,1.100 
113,2.000,1.200 
114,2.000,1.300 
115,2.000,1.400 
116,2.000,1.500 
117,2.000,1.600 
118,2.000,1.700 
119,2.000,1.800 
120,2.000,1.900 
121,2.000,2.000 
122,2.000,2.100 
123,2.000,2.200 
124,2.000,2.300 
125,2.000,2.400 
126,2.000,2.500 
127,2.000,2.600 
128,2.000,2.700 
129,2.000,2.800 
130,2.000,2.900 
131,2.000,3.000 
132,2.000,3.100 
133,2.000,3.200 
134,2.000,3.300 
135,2.000,3.400 
136,2.000,3.500 
137,2.000,3.600 
138,2.000,3.700 
139,2.000,3.800 
140,2.000,3.900 
141,2.000,4.000 
142,2.000,4.100 
143,2.000,4.200 
144,2.000,4.300 
145,2.000,4.400 
146,2.000,4.500 
147,2.000,4.600 
148,2.000,4.700 
149,2.000,4.800 
150,2.000,4.900 
151,2.000,5.000 
152,2.000,5.100 
153,2.000,5.200 
154,2.000,5.300 
155,2.000,5.400 
156,2.000,5.500 
157,2.000,5.600 
158,2.000,5.700 
159,2.000,5.800 
160,2.000,5.900 
161,2.000,6.000 
162,2.000,6.100 
163,2.000,6.200 
164,2.000,6.300 
165,2.000,6.400 
166,2.000,6.500 
167,2.000,6.600 
168,2.000,6.700 
169,2.000,6.800 
170,2.000,6.900 
171,2.000,7.000 
172,2.000,7.100 
173,2.000,7.200 
174,2.000,7.300 
175,2.000,7.400 
176,2.000,7.500 
177,2.000,7.600 
178,2.000,7.700 
179,2.000,7.800 
180,2.000,7.900 
181,2.000,8.000 
182,2.000,8.100 
183,2.000,8.200 
184,2.000,8.300 
185,2.000,8.400 
186,2.000,8.500 
187,2.000,8.600 
188,2.000,8.700 
189,2.000,8.800 
190,2.000,8.900 
191,2.000,9.000 
192,2.000,9.100 
193,2.000,9.200 
194,2.000,9.300 
195,2.000,9.400 
196,2.000,9.500 
197,2.000,9.600 
198,2.000,9.700 
199,2.000,9.800 
200,2.000,9.900 
201,2.000,10.000 
202,3.000,0.000 
203,3.000,0.100 
204,3.000,0.200 
205,3.000,0.300 
206,3.000,0.400 
207,3.000,0.500 
208,3.000,0.600 
209,3.000,0.700 
210,3.000,0.800 
211,3.000,0.900 
212,3.000,1.000 
213,3.000,1.100 
214,3.000,1.200 
215,3.000,1.300 
216,3.000,1.400 
217,3.000,1.500 
218,3.000,1.600 
219,3.000,1.700 
220,3.000,1.800 
221,3.000,1.900 
222,3.000,2.000 
223,3.000,2.100 
224,3.000,2.200 
225,3.000,2.300 
226,3.000,2.400 
227,3.000,2.500 
228,3.000,2.600 
229,3.000,2.700 
230,3.000,2.800 
231,3.000,2.900 
232,3.000,3.000 
233,3.000,3.100 
234,3.000,3.200 
235,3.000,3.300 
236,3.000,3.400 
237,3.000,3.500 
238,3.000,3.600 
239,3.000,3.700 
240,3.000,3.800 
241,3.000,3.900 
242,3.000,4.000 
243,3.000,4.100 
244,3.000,4.200 
245,3.000,4.300 
246,3.000,4.400 
247,3.000,4.500 
248,3.000,4.600 
249,3.000,4.700 
250,3.000,4.800 
251,3.000,4.900 
252,3.000,5.000 
253,3.000,5.100 
254,3.000,5.200 
255,3.000,5.300 
256,3.000,5.400 
257,3.000,5.500 
258,3.000,5.600 
259,3.000,5.700 
260,3.000,5.800 
261,3.000,5.900 
262,3.000,6.000 
263,3.000,6.100 
264,3.000,6.200 
265,3.000,6.300 
266,3.000,6.400 
267,3.000,6.500 
268,3.000,6.600 
269,3.000,6.700 
270,3.000,6.800 
271,3.000,6.900 
272,3.000,7.000 
273,3.000,7.100 
274,3.000,7.200 
275,3.000,7.300 
276,3.000,7.400 
277,3.000,7.500 
278,3.000,7.600 
279,3.000,7.700 
280,3.000,7.800 
281,3.000,7.900 
282,3.000,8.000 
283,3.000,8.100 
284,3.000,8.200 
285,3.000,8.300 
286,3.000,8.400 
287,3.000,8.500 
288,3.000,8.600 
289,3.000,8.700 
290,3.000,8.800 
291,3.000,8.900 
292,3.000,9.000 
293,3.000,9.100 
294,3.000,9.200 
295,3.000,9.300 
296,3.000,9.400 
297,3.000,9.500 
298,3.000,9.600 
299,3.000,9.700 
300,3.000,9.800 
301,3.000,9.900 
302,3.000,10.000 
303,4.000,0.000 
304,4.000,0.100 
305,4.000,0.200 
306,4.000,0.300 
307,4.000,0.400 
308,4.000,0.500 
309,4.000,0.600 
310,4.000,0.700 
311,4.000,0.800 
312,4.000,0.900 
313,4.000,1.000 
314,4.000,1.100 
315,4.000,1.200 
316,4.000,1.300 
317,4.000,1.400 
318,4.000,1.500 
319,4.000,1.600 
320,4.000,1.700 
321,4.000,1.800 
322,4.000,1.900 
323,4.000,2.000 
324,4.000,2.100 
325,4.000,2.200 
326,4.000,2.300 
327,4.000,2.400 
328,4.000,2.500 
329,4.000,2.600 
330,4.000,2.700 
331,4.000,2.800 
332,4.000,2.900 
333,4.000,3.000 
334,4.000,3.100 
335,4.000,3.200 
336,4.000,3.300 
337,4.000,3.400 
338,4.000,3.500 
339,4.000,3.600 
340,4.000,3.700 
341,4.000,3.800 
342,4.000,3.900 
343,4.000,4.000 
344,4.000,4.100 
345,4.000,4.200 
346,4.000,4.300 
347,4.000,4.400 
348,4.000,4.500 
349,4.000,4.600 
350,4.000,4.700 
351,4.000,4.800 
352,4.000,4.900 
353,4.000,5.000 
354,4.000,5.100 
355,4.000,5.200 
356,4.000,5.300 
357,4.000,5.400 
358,4.000,5.500 
359,4.000,5.600 
360,4.000,5.700 
361,4.000,5.800 
362,4.000,5.900 
363,4.000,6.000 
364,4.000,6.100 
365,4.000,6.200 
366,4.000,6.300 
367,4.000,6.400 
368,4.000,6.500 
369,4.000,6.600 
370,4.000,6.700 
371,4.000,6.800 
372,4.000,6.900 
373,4.000,7.000 
374,4.000,7.100 
375,4.000,7.200 
376,4.000,7.300 
377,4.000,7.400 
378,4.000,7.500 
379,4.000,7.600 
380,4.000,7.700 
381,4.000,7.800 
382,4.000,7.900 
383,4.000,8.000 
384,4.000,8.100 
385,4.000,8.200 
386,4.000,8.300 
387,4.000,8.400 
388,4.000,8.500 
389,4.000,8.600 
390,4.000,8.700 
391,4.000,8.800 
392,4.000,8.900 
393,4.000,9.000 
394,4.000,9.100 
395,4.000,9.200 
396,4.000,9.300 
397,4.000,9.400 
398,4.000,9.500 
399,4.000,9.600 
400,4.000,9.700 
401,4.000,9.800 
402,4.000,9.900 
403,4.000,10.000 
404,5.000,0.000 
405,5.000,0.100 
406,5.000,0.200 
407,5.000,0.300 
408,5.000,0.400 
409,5.000,0.500 
410,5.000,0.600 
411,5.000,0.700 
412,5.000,0.800 
413,5.000,0.900 
414,5.000,1.000 
415,5.000,1.100 
416,5.000,1.200 
417,5.000,1.300 
418,5.000,1.400 
419,5.000,1.500 
420,5.000,1.600 
421,5.000,1.700 
422,5.000,1.800 
423,5.000,1.900 
424,5.000,2.000 
425,5.000,2.100 
426,5.000,2.200 
427,5.000,2.300 
428,5.000,2.400 
429,5.000,2.500 
430,5.000,2.600 
431,5.000,2.700 
432,5.000,2.800 
433,5.000,2.900 
434,5.000,3.000 
435,5.000,3.100 
436,5.000,3.200 
437,5.000,3.300 
438,5.000,3.400 
439,5.000,3.500 
440,5.000,3.600 
441,5.000,3.700 
442,5.000,3.800 
443,5.000,3.900 
444,5.000,4.000 
445,5.000,4.100 
446,5.000,4.200 
447,5.000,4.300 
448,5.000,4.400 
449,5.000,4.500 
450,5.000,4.600 
451,5.000,4.700 
452,5.000,4.800 
453,5.000,4.900 
454,5.000,5.000 
455,5.000,5.100 
456,5.000,5.200 
457,5.000,5.300 
458,5.000,5.400 
459,5.000,5.500 
460,5.000,5.600 
461,5.000,5.700 
462,5.000,5.800 
463,5.000,5.900 
464,5.000,6.000 
465,5.000,6.100 
466,5.000,6.200 
467,5.000,6.300 
468,5.000,6.400 
469,5.000,6.500 
470,5.000,6.600 
471,5.000,6.700 
472,5.000,6.800 
473,5.000,6.900 
474,5.000,7.000 
475,5.000,7.100 
476,5.000,7.200 
477,5.000,7.300 
478,5.000,7.400 
479,5.000,7.500 
480,5.000,7.600 
481,5.000,7.700 
482,5.000,7.800 
483,5.000,7.900 
484,5.000,8.000 
485,5.000,8.100 
486,5.000,8.200 
487,5.000,8.300 
488,5.000,8.400 
489,5.000,8.500 
490,5.000,8.600 
491,5.000,8.700 
492,5.000,8.800 
493,5.000,8.900 
494,5.000,9.000 
495,5.000,9.100 
496,5.000,9.200 
497,5.000,9.300 
498,5.000,9.400 
499,5.000,9.500 
500,5.000,9.600 
501,5.000,9.700 
502,5.000,9.800 
503,5.000,9.900 
504,5.000,10.000 
505,6.000,0.000 
506,6.000,0.100 
507,6.000,0.200 
508,6.000,0.300 
509,6.000,0.400 
510,6.000,0.500 
511,6.000,0.600 
512,6.000,0.700 
513,6.000,0.800 
514,6.000,0.900 
515,6.000,1.000 
516,6.000,1.100 
517,6.000,1.200 
518,6.000,1.300 
519,6.000,1.400 
520,6.000,1.500 
521,6.000,1.600 
522,6.000,1.700 
523,6.000,1.800 
524,6.000,1.900 
525,6.000,2.000 
526,6.000,2.100 
527,6.000,2.200 
528,6.000,2.300 
529,6.000,2.400 
530,6.000,2.500 
531,6.000,2.600 
532,6.000,2.700 
533,6.000,2.800 
534,6.000,2.900 
535,6.000,3.000 
536,6.000,3.100 
537,6.000,3.200 
538,6.000,3.300 
539,6.000,3.400 
540,6.000,3.500 
541,6.000,3.600 
542,6.000,3.700 
543,6.000,3.800 
544,6.000,3.900 
545,6.000,4.000 
546,6.000,4.100 
547,6.000,4.200 
548,6.000,4.300 
549,6.000,4.400 
550,6.000,4.500 
551,6.000,4.600 
552,6.000,4.700 
553,6.000,4.800 
554,6.000,4.900 
555,6.000,5.000 
556,6.000,5.100 
557,6.000,5.200 
558,6.000,5.300 
559,6.000,5.400 
560,6.000,5.500 
561,6.000,5.600 
562,6.000,5.700 
563,6.000,5.800 
564,6.000,5.900 
565,6.000,6.000 
566,6.000,6.100 
567,6.000,6.200 
568,6.000,6.300 
569,6.000,6.400 
570,6.000,6.500 
571,6.000,6.600 
572,6.000,6.700 
573,6.000,6.800 
574,6.000,6.900 
575,6.000,7.000 
576,6.000,7.100 
577,6.000,7.200 
578,6.000,7.300 
579,6.000,7.400 
580,6.000,7.500 
581,6.000,7.600 
582,6.000,7.700 
583,6.000,7.800 
584,6.000,7.900 
585,6.000,8.000 
586,6.000,8.100 
587,6.000,8.200 
588,6.000,8.300 
589,6.000,8.400 
590,6.000,8.500 
591,6.000,8.600 
592,6.000,8.700 
593,6.000,8.800 
594,6.000,8.900 
595,6.000,9.000 
596,6.000,9.100 
597,6.000,9.200 
598,6.000,9.300 
599,6.000,9.400 
600,6.000,9.500 
601,6.000,9.600 
602,6.000,9.700 
603,6.000,9.800 
604,6.000,9.900 
605,6.000,10.000 
606,7.000,0.000 
607,7.000,0.100 
608,7.000,0.200 
609,7.000,0.300 
610,7.000,0.400 
611,7.000,0.500 
612,7.000,0.600 
613,7.000,0.700 
614,7.000,0.800 
615,7.000,0.900 
616,7.000,1.000 
617,7.000,1.100 
618,7.000,1.200 
619,7.000,1.300 
620,7.000,1.400 
621,7.000,1.500 
622,7.000,1.600 
623,7.000,1.700 
624,7.000,1.800 
625,7.000,1.900 
626,7.000,2.000 
627,7.000,2.100 
628,7.000,2.200 
629,7.000,2.300 
630,7.000,2.400 
631,7.000,2.500 
632,7.000,2.600 
633,7.000,2.700 
634,7.000,2.800 
635,7.000,2.900 
636,7.000,3.000 
637,7.000,3.100 
638,7.000,3.200 
639,7.000,3.300 
640,7.000,3.400 
641,7.000,3.500 
642,7.000,3.600 
643,7.000,3.700 
644,7.000,3.800 
645,7.000,3.900 
646,7.000,4.000 
647,7.000,4.100 
648,7.000,4.200 
649,7.000,4.300 
650,7.000,4.400 
651,7.000,4.500 
652,7.000,4.600 
653,7.000,4.700 
654,7.000,4.800 
655,7.000,4.900 
656,7.000,5.000 
657,7.000,5.100 
658,7.000,5.200 
659,7.000,5.300 
660,7.000,5.400 
661,7.000,5.500 
662,7.000,5.600 
663,7.000,5.700 
664,7.000,5.800 
665,7.000,5.900 
666,7.000,6.000 
667,7.000,6.100 
668,7.000,6.200 
669,7.000,6.300 
670,7.000,6.400 
671,7.000,6.500 
672,7.000,6.600 
673,7.000,6.700 
674,7.000,6.800 
675,7.000,6.900 
676,7.000,7.000 
677,7.000,7.100 
678,7.000,7.200 
679,7.000,7.300 
680,7.000,7.400 
681,7.000,7.500 
682,7.000,7.600 
683,7.000,7.700 
684,7.000,7.800 
685,7.000,7.900 
686,7.000,8.000 
687,7.000,8.100 
688,7.000,8.200 
689,7.000,8.300 
690,7.000,8.400 
691,7.000,8.500 
692,7.000,8.600 
693,7.000,8.700 
694,7.000,8.800 
695,7.000,8.900 
696,7.000,9.000 
697,7.000,9.100 
698,7.000,9.200 
699,7.000,9.300 
700,7.000,9.400 
701,7.000,9.500 
702,7.000,9.600 
703,7.000,9.700 
704,7.000,9.800 
705,7.000,9.900 
706,7.000,10.000 
707,8.000,0.000 
708,8.000,0.100 
709,8.000,0.200 
710,8.000,0.300 
711,8.000,0.400 
712,8.000,0.500 
713,8.000,0.600 
714,8.000,0.700 
715,8.000,0.800 
716,8.000,0.900 
717,8.000,1.000 
718,8.000,1.100 
719,8.000,1.200 
720,8.000,1.300 
721,8.000,1.400 
722,8.000,1.500 
723,8.000,1.600 
724,8.000,1.700 
725,8.000,1.800 
726,8.000,1.900 
727,8.000,2.000 
728,8.000,2.100 
729,8.000,2.200 
730,8.000,2.300 
731,8.000,2.400 
732,8.000,2.500 
733,8.000,2.600 
734,8.000,2.700 
735,8.000,2.800 
736,8.000,2.900 
737,8.000,3.000 
738,8.000,3.100 
739,8.000,3.200 
740,8.000,3.300 
741,8.000,3.400 
742,8.000,3.500 
743,8.000,3.600 
744,8.000,3.700 
745,8.000,3.800 
746,8.000,3.900 
747,8.000,4.000 
748,8.000,4.100 
749,8.000,4.200 
750,8.000,4.300 
751,8.000,4.400 
752,8.000,4.500 
753,8.000,4.600 
754,8.000,4.700 
755,8.000,4.800 
756,8.000,4.900 
757,8.000,5.000 
758,8.000,5.100 
759,8.000,5.200 
760,8.000,5.300 
761,8.000,5.400 
762,8.000,5.500 
763,8.000,5.600 
764,8.000,5.700 
765,8.000,5.800 
766,8.000,5.900 
767,8.000,6.000 
768,8.000,6.100 
769,8.000,6.200 
770,8.000,6.300 
771,8.000,6.400 
772,8.000,6.500 
773,8.000,6.600 
774,8.000,6.700 
775,8.000,6.800 
776,8.000,6.900 
777,8.000,7.000 
778,8.000,7.100 
779,8.000,7.200 
780,8.000,7.300 
781,8.000,7.400 
782,8.000,7.500 
783,8.000,7.600 
784,8.000,7.700 
785,8.000,7.800 
786,8.000,7.900 
787,8.000,8.000 
788,8.000,8.100 
789,8.000,8.200 
790,8.000,8.300 
791,8.000,8.400 
792,8.000,8.500 
793,8.000,8.600 
794,8.000,8.700 
795,8.000,8.800 
796,8.000,8.900 
797,8.000,9.000 
798,8.000,9.100 
799,8.000,9.200 
800,8.000,9.300 
801,8.000,9.400 
802,8.000,9.500 
803,8.000,9.600 
804,8.000,9.700 
805,8.000,9.800 
806,8.000,9.900 
807,8.000,10.000 
808,9.000,0.000 
809,9.000,0.100 
810,9.000,0.200 
811,9.000,0.300 
812,9.000,0.400 
813,9.000,0.500 
814,9.000,0.600 
815,9.000,0.700 
816,9.000,0.800 
817,9.000,0.900 
818,9.000,1.000 
819,9.000,1.100 
820,9.000,1.200 
821,9.000,1.300 
822,9.000,1.400 
823,9.000,1.500 
824,9.000,1.600 
825,9.000,1.700 
826,9.000,1.800 
827,9.000,1.900 
828,9.000,2.000 
829,9.000,2.100 
830,9.000,2.200 
831,9.000,2.300 
832,9.000,2.400 
833,9.000,2.500 
834,9.000,2.600 
835,9.000,2.700 
836,9.000,2.800 
837,9.000,2.900 
838,9.000,3.000 
839,9.000,3.100 
840,9.000,3.200 
841,9.000,3.300 
842,9.000,3.400 
843,9.000,3.500 
844,9.000,3.600 
845,9.000,3.700 
846,9.000,3.800 
847,9.000,3.900 
848,9.000,4.000 
849,9.000,4.100 
850,9.000,4.200 
851,9.000,4.300 
852,9.000,4.400 
853,9.000,4.500 
854,9.000,4.600 
855,9.000,4.700 
856,9.000,4.800 
857,9.000,4.900 
858,9.000,5.000 
859,9.000,5.100 
860,9.000,5.200 
861,9.000,5.300 
862,9.000,5.400 
863,9.000,5.500 
864,9.000,5.600 
865,9.000,5.700 
866,9.000,5.800 
867,9.000,5.900 
868,9.000,6.000 
869,9.000,6.100 
870,9.000,6.200 
871,9.000,6.300 
872,9.000,6.400 
873,9.000,6.500 
874,9.000,6.600 
875,9.000,6.700 
876,9.000,6.800 
877,9.000,6.900 
878,9.000,7.000 
879,9.000,7.100 
880,9.000,7.200 
881,9.000,7.300 
882,9.000,7.400 
883,9.000,7.500 
884,9.000,7.600 
885,9.000,7.700 
886,9.000,7.800 
887,9.000,7.900 
888,9.000,8.000 
889,9.000,8.100 
890,9.000,8.200 
891,9.000,8.300 
892,9.000,8.400 
893,9.000,8.500 
894,9.000,8.600 
895,9.000,8.700 
896,9.000,8.800 
897,9.000,8.900 
898,9.000,9.000 
899,9.000,9.100 
900,9.000,9.200 
901,9.000,9.300 
902,9.000,9.400 
903,9.000,9.500 
904,9.000,9.600 
905,9.000,9.700 
906,9.000,9.800 
907,9.000,9.900 
908,9.000,10.000 
909,0.000,1.000 
910,0.100,1.000 
911,0.200,1.000 
912,0.300,1.000 
913,0.400,1.000 
914,0.500,1.000 
915,0.600,1.000 
916,0.700,1.000 
917,0.800,1.000 
918,0.900,1.000 
919,1.100,1.000 
920,1.200,1.000 
921,1.300,1.000 
922,1.400,1.000 
923,1.500,1.000 
924,1.600,1.000 
925,1.700,1.000 
926,1.800,1.000 
927,1.900,1.000 
928,2.100,1.000 
929,2.200,1.000 
930,2.300,1.000 
931,2.400,1.000 
932,2.500,1.000 
933,2.600,1.000 
934,2.700,1.000 
935,2.800,1.000 
936,2.900,1.000 
937,3.100,1.000 
938,3.200,1.000 
939,3.300,1.000 
940,3.400,1.000 
941,3.500,1.000 
942,3.600,1.000 
943,3.700,1.000 
944,3.800,1.000 
945,3.900,1.000 
946,4.100,1.000 
947,4.200,1.000 
948,4.300,1.000 
949,4.400,1.000 
950,4.500,1.000 
951,4.600,1.000 
952,4.700,1.000 
953,4.800,1.000 
954,4.900,1.000 
955,5.100,1.000 
956,5.200,1.000 
957,5.300,1.000 
958,5.400,1.000 
959,5.500,1.000 
960,5.600,1.000 
961,5.700,1.000 
962,5.800,1.000 
963,5.900,1.000 
964,6.100,1.000 
965,6.200,1.000 
966,6.300,1.000 
967,6.400,1.000 
968,6.500,1.000 
969,6.600,1.000 
970,6.700,1.000 
971,6.800,1.000 
972,6.900,1.000 
973,7.100,1.000 
974,7.200,1.000 
975,7.300,1.000 
976,7.400,1.000 
977,7.500,1.000 
978,7.600,1.000 
979,7.700,1.000 
980,7.800,1.000 
981,7.900,1.000 
982,8.100,1.000 
983,8.200,1.000 
984,8.300,1.000 
985,8.400,1.000 
986,8.500,1.000 
987,8.600,1.000 
988,8.700,1.000 
989,8.800,1.000 
990,8.900,1.000 
991,9.100,1.000 
992,9.200,1.000 
993,9.300,1.000 
994,9.400,1.000 
995,9.500,1.000 
996,9.600,1.000 
997,9.700,1.000 
998,9.800,1.000 
999,9.900,1.000 
1000,10.000,1.000 
1001,0.000,2.000 
1002,0.100,2.000 
1003,0.200,2.000 
1004,0.300,2.000 
1005,0.400,2.000 
1006,0.500,2.000 
1007,0.600,2.000 
1008,0.700,2.000 
1009,0.800,2.000 
1010,0.900,2.000 
1011,1.100,2.000 
1012,1.200,2.000 
1013,1.300,2.000 
1014,1.400,2.000 
1015,1.500,2.000 
1016,1.600,2.000 
1017,1.700,2.000 
1018,1.800,2.000 
1019,1.900,2.000 
1020,2.100,2.000 
1021,2.200,2.000 
1022,2.300,2.000 
1023,2.400,2.000 
1024,2.500,2.000 
1025,2.600,2.000 
1026,2.700,2.000 
1027,2.800,2.000 
1028,2.900,2.000 
1029,3.100,2.000 
1030,3.200,2.000 
1031,3.300,2.000 
1032,3.400,2.000 
1033,3.500,2.000 
1034,3.600,2.000 
1035,3.700,2.000 
1036,3.800,2.000 
1037,3.900,2.000 
1038,4.100,2.000 
1039,4.200,2.000 
1040,4.300,2.000 
1041,4.400,2.000 
1042,4.500,2.000 
1043,4.600,2.000 
1044,4.700,2.000 
1045,4.800,2.000 
1046,4.900,2.000 
1047,5.100,2.000 
1048,5.200,2.000 
1049,5.300,2.000 
1050,5.400,2.000 
1051,5.500,2.000 
1052,5.600,2.000 
1053,5.700,2.000 
1054,5.800,2.000 
1055,5.900,2.000 
1056,6.100,2.000 
1057,6.200,2.000 
1058,6.300,2.000 
1059,6.400,2.000 
1060,6.500,2.000 
1061,6.600,2.000 
1062,6.700,2.000 
1063,6.800,2.000 
1064,6.900,2.000 
1065,7.100,2.000 
1066,7.200,2.000 
1067,7.300,2.000 
1068,7.400,2.000 
1069,7.500,2.000 
1070,7.600,2.000 
1071,7.700,2.000 
1072,7.800,2.000 
1073,7.900,2.000 
1074,8.100,2.000 
1075,8.200,2.000 
1076,8.300,2.000 
1077,8.400,2.000 
1078,8.500,2.000 
1079,8.600,2.000 
1080,8.700,2.000 
1081,8.800,2.000 
1082,8.900,2.000 
1083,9.100,2.000 
1084,9.200,2.000 
1085,9.300,2.000 
1086,9.400,2.000 
1087,9.500,2.000 
1088,9.600,2.000 
1089,9.700,2.000 
1090,9.800,2.000 
1091,9.900,2.000 
1092,10.000,2.000 
1093,0.000,3.000 
1094,0.100,3.000 
1095,0.200,3.000 
1096,0.300,3.000 
1097,0.400,3.000 
1098,0.500,3.000 
1099,0.600,3.000 
1100,0.700,3.000 
1101,0.800,3.000 
1102,0.900,3.000 
1103,1.100,3.000 
1104,1.200,3.000 
1105,1.300,3.000 
1106,1.400,3.000 
1107,1.500,3.000 
1108,1.600,3.000 
1109,1.700,3.000 
1110,1.800,3.000 
1111,1.900,3.000 
1112,2.100,3.000 
1113,2.200,3.000 
1114,2.300,3.000 
1115,2.400,3.000 
1116,2.500,3.000 
1117,2.600,3.000 
1118,2.700,3.000 
1119,2.800,3.000 
1120,2.900,3.000 
1121,3.100,3.000 
1122,3.200,3.000 
1123,3.300,3.000 
1124,3.400,3.000 
1125,3.500,3.000 
1126,3.600,3.000 
1127,3.700,3.000 
1128,3.800,3.000 
1129,3.900,3.000 
1130,4.100,3.000 
1131,4.200,3.000 
1132,4.300,3.000 
1133,4.400,3.000 
1134,4.500,3.000 
1135,4.600,3.000 
1136,4.700,3.000 
1137,4.800,3.000 
1138,4.900,3.000 
1139,5.100,3.000 
1140,5.200,3.000 
1141,5.300,3.000 
1142,5.400,3.000 
1143,5.500,3.000 
1144,5.600,3.000 
1145,5.700,3.000 
1146,5.800,3.000 
1147,5.900,3.000 
1148,6.100,3.000 
1149,6.200,3.000 
1150,6.300,3.000 
1151,6.400,3.000 
1152,6.500,3.000 
1153,6.600,3.000 
1154,6.700,3.000 
1155,6.800,3.000 
1156,6.900,3.000 
1157,7.100,3.000 
1158,7.200,3.000 
1159,7.300,3.000 
1160,7.400,3.000 
1161,7.500,3.000 
1162,7.600,3.000 
1163,7.700,3.000 
1164,7.800,3.000 
1165,7.900,3.000 
1166,8.100,3.000 
1167,8.200,3.000 
1168,8.300,3.000 
1169,8.400,3.000 
1170,8.500,3.000 
1171,8.600,3.000 
1172,8.700,3.000 
1173,8.800,3.000 
1174,8.900,3.000 
1175,9.100,3.000 
1176,9.200,3.000 
1177,9.300,3.000 
1178,9.400,3.000 
1179,9.500,3.000 
1180,9.600,3.000 
1181,9.700,3.000 
1182,9.800,3.000 
1183,9.900,3.000 
1184,10.000,3.000 
1185,0.000,4.000 
1186,0.100,4.000 
1187,0.200,4.000 
1188,0.300,4.000 
1189,0.400,4.000 
1190,0.500,4.000 
1191,0.600,4.000 
1192,0.700,4.000 
1193,0.800,4.000 
1194,0.900,4.000 
1195,1.100,4.000 
1196,1.200,4.000 
1197,1.300,4.000 
1198,1.400,4.000 
1199,1.500,4.000 
1200,1.600,4.000 
1201,1.700,4.000 
1202,1.800,4.000 
1203,1.900,4.000 
1204,2.100,4.000 
1205,2.200,4.000 
1206,2.300,4.000 
1207,2.400,4.000 
1208,2.500,4.000 
1209,2.600,4.000 
1210,2.700,4.000 
1211,2.800,4.000 
1212,2.900,4.000 
1213,3.100,4.000 
1214,3.200,4.000 
1215,3.300,4.000 
1216,3.400,4.000 
1217,3.500,4.000 
1218,3.600,4.000 
1219,3.700,4.000 
1220,3.800,4.000 
1221,3.900,4.000 
1222,4.100,4.000 
1223,4.200,4.000 
1224,4.300,4.000 
1225,4.400,4.000 
1226,4.500,4.000 
1227,4.600,4.000 
1228,4.700,4.000 
1229,4.800,4.000 
1230,4.900,4.000 
1231,5.100,4.000 
1232,5.200,4.000 
1233,5.300,4.000 
1234,5.400,4.000 
1235,5.500,4.000 
1236,5.600,4.000 
1237,5.700,4.000 
1238,5.800,4.000 
1239,5.900,4.000 
1240,6.100,4.000 
1241,6.200,4.000 
1242,6.300,4.000 
1243,6.400,4.000 
1244,6.500,4.000 
1245,6.600,4.000 
1246,6.700,4.000 
1247,6.800,4.000 
1248,6.900,4.000 
